"room_type","reviews","overall_sa","bedrooms","price"
"Private room",6,4.5,1,80
"Private room",2,4.5,1,80
"Private room",2,4.5,1,80
"Private room",56,5,1,80
"Private room",30,5,1,80
"Private room",20,5,1,80
"Private room",18,5,1,80
"Private room",5,5,1,80
"Private room",2,5,1,80
"Private room",2,5,1,80
"Private room",1,5,1,80
"Entire home/apt",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",1,5,1,81
"Private room",40,4.5,1,82
"Private room",4,3.5,1,84
"Private room",19,4.5,1,84
"Private room",61,5,1,84
"Entire home/apt",28,4.5,2,85
"Private room",123,4.5,1,85
"Private room",80,4.5,1,85
"Private room",80,4.5,1,85
"Private room",46,4.5,1,85
"Private room",43,4.5,1,85
"Private room",41,4.5,1,85
"Private room",37,4.5,1,85
"Private room",28,4.5,1,85
"Private room",27,4.5,1,85
"Private room",19,4.5,1,85
"Private room",18,4.5,1,85
"Private room",13,4.5,1,85
"Private room",5,4.5,1,85
"Private room",3,4.5,1,85
"Private room",3,4.5,1,85
"Private room",108,5,1,85
"Private room",33,5,1,85
"Private room",19,5,1,85
"Private room",13,5,1,85
"Private room",12,5,1,85
"Private room",3,5,1,85
"Private room",1,5,1,85
"Private room",1,5,1,85
"Private room",1,5,1,85
"Private room",4,0,1,85
"Private room",0,0,1,85
"Private room",0,0,1,85
"Private room",0,0,1,85
"Private room",0,0,1,85
"Private room",0,0,1,85
"Private room",0,0,1,85
"Private room",0,0,1,85
"Private room",9,4.5,1,87
"Entire home/apt",18,4,2,88
"Entire home/apt",22,4.5,1,88
"Private room",54,4.5,1,88
"Private room",63,5,1,88
"Private room",4,5,1,88
"Shared room",4,5,1,88
"Entire home/apt",41,4,1,89
"Private room",31,4,1,89
"Private room",5,4,1,89
"Private room",2,4,1,89
"Private room",8,4.5,1,89
"Private room",5,4.5,1,89
"Private room",8,5,1,89
"Private room",1,5,1,89
"Private room",0,0,1,89
"Private room",0,0,1,89
"Private room",1,3,1,90
"Entire home/apt",1,4,1,90
"Private room",1,4,1,90
"Private room",1,4,1,90
"Private room",69,4.5,1,90
"Private room",63,4.5,1,90
"Private room",39,4.5,1,90
"Private room",32,4.5,1,90
"Private room",29,4.5,1,90
"Private room",26,4.5,1,90
"Private room",25,4.5,1,90
"Private room",22,4.5,1,90
"Private room",21,4.5,1,90
"Private room",63,5,1,90
"Private room",30,5,1,90
"Private room",6,5,1,90
"Private room",4,5,1,90
"Private room",3,5,1,90
"Private room",2,5,1,90
"Entire home/apt",0,0,0,90
"Entire home/apt",0,0,1,90
"Private room",0,0,1,90
"Private room",0,0,1,90
"Private room",0,0,1,90
"Private room",56,4.5,1,91
"Private room",15,5,1,94
"Private room",92,3.5,1,95
"Private room",60,3.5,1,95
"Private room",6,4,1,95
"Private room",3,4,1,95
"Private room",51,4.5,1,95
"Private room",48,4.5,1,95
"Private room",36,4.5,1,95
"Private room",34,4.5,1,95
"Private room",11,4.5,1,95
"Private room",5,4.5,1,95
"Private room",4,4.5,1,95
"Private room",3,4.5,1,95
"Private room",2,4.5,1,95
"Shared room",56,4.5,1,95
"Entire home/apt",5,5,1,95
"Private room",9,5,1,95
"Private room",6,5,1,95
"Private room",5,5,1,95
"Private room",5,5,1,95
"Private room",4,5,1,95
"Private room",0,0,1,95
"Private room",0,0,1,95
"Private room",0,0,1,95
"Private room",0,0,1,95
"Private room",0,0,1,95
"Private room",0,0,1,95
"Private room",11,4.5,1,96
"Entire home/apt",3,4,0,98
"Private room",22,4.5,1,98
"Private room",86,5,1,98
"Private room",8,5,1,98
"Private room",0,0,1,98
"Private room",0,0,1,98
"Private room",1,3,1,99
"Private room",2,3.5,1,99
"Entire home/apt",38,4,1,99
"Private room",103,4.5,1,99
"Private room",40,4.5,1,99
"Private room",17,4.5,1,99
"Private room",11,4.5,1,99
"Entire home/apt",19,5,1,99
"Entire home/apt",4,5,0,99
"Private room",10,5,1,99
"Entire home/apt",0,0,0,99
"Private room",0,0,1,99
"Private room",5,4,1,100
"Private room",1,4,1,100
"Private room",1,4,1,100
"Private room",1,4,1,100
"Private room",80,4.5,1,100
"Private room",71,4.5,1,100
"Private room",39,4.5,1,100
"Private room",35,4.5,1,100
"Private room",8,4.5,1,100
"Private room",8,4.5,1,100
"Private room",6,4.5,1,100
"Private room",6,4.5,1,100
"Entire home/apt",2,5,1,100
"Entire home/apt",2,5,1,100
"Entire home/apt",1,5,1,100
"Entire home/apt",1,5,1,100
"Private room",192,5,1,100
"Private room",179,5,1,100
"Private room",36,5,1,100
"Private room",33,5,1,100
"Private room",32,5,1,100
"Private room",26,5,1,100
"Private room",26,5,1,100
"Private room",16,5,1,100
"Private room",15,5,1,100
"Private room",13,5,1,100
"Private room",10,5,1,100
"Private room",8,5,1,100
"Private room",3,5,1,100
"Private room",3,5,1,100
"Private room",2,5,1,100
"Private room",2,5,1,100
"Private room",2,5,1,100
"Entire home/apt",0,0,3,100
"Entire home/apt",0,0,1,100
"Private room",1,0,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Shared room",0,0,1,100
"Entire home/apt",7,4,1,101
"Private room",59,4.5,1,105
"Private room",50,4.5,1,105
"Private room",3,4.5,1,105
"Entire home/apt",13,5,1,105
"Private room",18,5,1,105
"Private room",2,5,1,105
"Private room",43,5,1,107
"Entire home/apt",4,3.5,0,108
"Private room",75,5,1,108
"Private room",27,5,1,108
"Private room",10,5,1,108
"Private room",9,4,1,109
"Private room",5,4.5,1,109
"Private room",31,5,1,109
"Private room",12,5,1,109
"Private room",5,5,1,109
"Private room",14,3,1,110
"Private room",75,3.5,1,110
"Private room",65,3.5,1,110
"Private room",65,3.5,1,110
"Private room",90,4,1,110
"Entire home/apt",3,4.5,1,110
"Private room",99,4.5,1,110
"Private room",25,4.5,1,110
"Private room",3,4.5,1,110
"Entire home/apt",48,5,1,110
"Private room",155,5,1,110
"Private room",106,5,1,110
"Private room",84,5,1,110
"Private room",22,5,1,110
"Private room",0,0,1,110
"Private room",0,0,1,110
"Private room",63,3.5,1,115
"Private room",34,4,1,115
"Private room",105,4.5,1,115
"Private room",3,4.5,1,115
"Entire home/apt",35,5,1,115
"Entire home/apt",1,5,1,115
"Private room",256,5,1,115
"Private room",94,5,1,115
"Private room",27,5,1,115
"Private room",4,5,1,115
"Entire home/apt",0,0,1,115
"Entire home/apt",1,0,0,116
"Private room",62,5,1,119
"Private room",45,5,1,119
"Entire home/apt",0,0,1,119
"Entire home/apt",104,4.5,0,120
"Entire home/apt",23,4.5,0,120
"Entire home/apt",6,4.5,1,120
"Entire home/apt",2,4.5,1,120
"Private room",31,4.5,1,120
"Private room",29,4.5,1,120
"Private room",12,4.5,1,120
"Private room",4,4.5,1,120
"Private room",4,4.5,1,120
"Private room",3,4.5,1,120
"Entire home/apt",4,5,2,120
"Entire home/apt",1,5,1,120
"Private room",66,5,1,120
"Private room",45,5,1,120
"Private room",40,5,1,120
"Private room",24,5,1,120
"Private room",17,5,1,120
"Entire home/apt",0,0,0,120
"Entire home/apt",0,0,1,120
"Private room",0,0,1,120
"Private room",0,0,1,120
"Private room",0,0,1,120
"Private room",0,0,1,120
"Private room",3,4,1,125
"Entire home/apt",63,4.5,1,125
"Entire home/apt",43,4.5,1,125
"Entire home/apt",17,4.5,1,125
"Entire home/apt",15,4.5,1,125
"Entire home/apt",13,4.5,2,125
"Entire home/apt",7,4.5,1,125
"Private room",7,4.5,1,125
"Private room",7,4.5,1,125
"Private room",3,4.5,1,125
"Entire home/apt",47,5,1,125
"Entire home/apt",7,5,1,125
"Private room",152,5,1,125
"Private room",25,5,1,125
"Private room",24,5,1,125
"Private room",8,5,1,125
"Private room",2,5,1,125
"Private room",2,5,1,125
"Private room",1,5,1,125
"Private room",1,5,1,125
"Entire home/apt",0,0,0,125
"Private room",0,0,1,125
"Private room",0,0,1,125
"Private room",0,0,1,125
"Entire home/apt",64,4.5,1,128
"Private room",23,5,1,128
"Private room",53,5,1,129
"Private room",14,5,1,129
"Private room",4,5,1,129
"Entire home/apt",5,4.5,1,130
"Entire home/apt",3,4.5,1,130
"Private room",12,4.5,1,130
"Private room",12,4.5,1,130
"Private room",10,4.5,1,130
"Entire home/apt",12,5,0,130
"Entire home/apt",4,5,1,130
"Private room",98,5,1,130
"Private room",12,5,1,130
"Private room",12,5,1,130
"Private room",5,5,1,130
"Private room",4,5,1,130
"Private room",2,5,1,130
"Entire home/apt",0,0,1,130
"Private room",6,4.5,1,132
"Private room",3,5,1,132
"Entire home/apt",9,4.5,2,135
"Entire home/apt",7,4.5,0,135
"Private room",3,4.5,1,135
"Private room",3,4.5,1,135
"Entire home/apt",135,5,1,135
"Private room",35,5,1,135
"Private room",3,5,1,135
"Entire home/apt",1,0,3,135
"Entire home/apt",0,0,1,135
"Entire home/apt",1,5,2,136
"Entire home/apt",41,4.5,0,139
"Entire home/apt",2,4.5,2,139
"Entire home/apt",3,5,2,139
"Entire home/apt",0,0,1,139
"Entire home/apt",1,4,1,140
"Entire home/apt",1,4,1,140
"Entire home/apt",8,4.5,1,140
"Entire home/apt",7,4.5,1,140
"Private room",2,4.5,1,140
"Entire home/apt",33,5,2,140
"Entire home/apt",10,5,2,140
"Entire home/apt",6,5,1,140
"Private room",11,5,1,140
"Private room",9,5,1,140
"Private room",2,5,1,140
"Private room",1,5,1,140
"Entire home/apt",2,3,2,145
"Private room",4,3.5,1,145
"Entire home/apt",36,4.5,0,145
"Entire home/apt",5,4.5,0,145
"Private room",9,4.5,1,145
"Entire home/apt",2,5,1,145
"Entire home/apt",4,4.5,1,148
"Private room",4,3.5,1,149
"Private room",2,4.5,1,149
"Entire home/apt",0,0,2,149
"Private room",0,0,1,149
"Entire home/apt",12,4,2,150
"Private room",5,4,1,150
"Entire home/apt",81,4.5,1,150
"Entire home/apt",56,4.5,1,150
"Entire home/apt",30,4.5,2,150
"Entire home/apt",4,4.5,0,150
"Entire home/apt",3,4.5,1,150
"Entire home/apt",2,4.5,1,150
"Private room",3,4.5,1,150
"Entire home/apt",34,5,2,150
"Entire home/apt",25,5,2,150
"Entire home/apt",21,5,2,150
"Entire home/apt",21,5,2,150
"Entire home/apt",15,5,1,150
"Entire home/apt",14,5,1,150
"Entire home/apt",5,5,1,150
"Entire home/apt",3,5,1,150
"Entire home/apt",3,5,1,150
"Entire home/apt",2,5,1,150
"Entire home/apt",2,5,1,150
"Entire home/apt",1,5,2,150
"Entire home/apt",1,5,1,150
"Private room",27,5,1,150
"Private room",14,5,1,150
"Private room",11,5,1,150
"Private room",2,5,1,150
"Entire home/apt",0,0,1,150
"Private room",0,0,1,150
"Private room",0,0,1,150
"Private room",0,0,1,150
"Entire home/apt",1,1,0,155
"Entire home/apt",10,4.5,1,155
"Entire home/apt",37,5,1,155
"Private room",21,5,1,156
"Entire home/apt",0,0,1,156
"Private room",2,4,1,159
"Entire home/apt",46,4.5,1,159
"Private room",4,5,1,159
"Entire home/apt",0,0,1,159
"Entire home/apt",5,4.5,1,160
"Entire home/apt",52,5,1,160
"Entire home/apt",41,5,1,160
"Entire home/apt",34,5,1,160
"Entire home/apt",1,5,1,160
"Private room",18,5,1,160
"Entire home/apt",0,0,0,160
"Entire home/apt",2,4.5,1,161
"Entire home/apt",9,3,2,164
"Entire home/apt",7,4.5,0,164
"Entire home/apt",125,4.5,2,165
"Private room",14,4.5,1,165
"Entire home/apt",4,5,1,165
"Entire home/apt",1,5,1,165
"Entire home/apt",0,0,1,165
"Entire home/apt",0,0,2,169
"Entire home/apt",8,4.5,1,170
"Entire home/apt",10,5,1,170
"Entire home/apt",8,5,0,170
"Entire home/apt",4,5,1,170
"Entire home/apt",1,5,2,170
"Entire home/apt",0,0,1,170
"Private room",1,4,1,171
"Private room",1,5,1,171
"Private room",0,0,1,171
"Entire home/apt",10,5,1,174
"Entire home/apt",18,4,1,175
"Entire home/apt",1,4,3,175
"Entire home/apt",57,4.5,2,175
"Entire home/apt",37,4.5,1,175
"Entire home/apt",17,4.5,1,175
"Entire home/apt",12,4.5,1,175
"Entire home/apt",3,4.5,1,175
"Entire home/apt",2,4.5,3,175
"Private room",3,4.5,1,175
"Entire home/apt",69,5,1,175
"Entire home/apt",45,5,1,175
"Entire home/apt",1,5,1,175
"Entire home/apt",1,5,1,175
"Private room",13,5,1,175
"Entire home/apt",0,0,0,175
"Private room",0,0,1,175
"Entire home/apt",0,0,2,177
"Entire home/apt",7,4.5,1,179
"Entire home/apt",1,5,1,179
"Private room",29,5,1,179
"Entire home/apt",51,4.5,1,180
"Entire home/apt",10,5,2,180
"Entire home/apt",4,5,2,180
"Entire home/apt",0,0,2,180
"Entire home/apt",108,4,1,185
"Entire home/apt",132,4.5,2,185
"Entire home/apt",2,5,1,185
"Entire home/apt",1,5,1,185
"Entire home/apt",0,0,1,185
"Private room",0,0,1,188
"Entire home/apt",35,4.5,1,189
"Private room",16,4.5,1,189
"Entire home/apt",16,5,1,189
"Entire home/apt",0,0,1,189
"Entire home/apt",7,4.5,2,190
"Private room",30,4.5,1,190
"Entire home/apt",2,5,3,190
"Entire home/apt",0,0,1,190
"Entire home/apt",0,0,1,190
"Entire home/apt",8,4,2,195
"Entire home/apt",4,4,1,195
"Entire home/apt",32,4.5,1,195
"Entire home/apt",14,4.5,1,195
"Entire home/apt",61,5,1,195
"Entire home/apt",36,5,1,195
"Entire home/apt",15,5,1,195
"Entire home/apt",13,5,2,195
"Private room",7,5,1,195
"Private room",1,5,1,195
"Entire home/apt",4,4.5,1,197
"Entire home/apt",20,5,1,198
"Entire home/apt",6,4,2,199
"Entire home/apt",39,5,1,199
"Entire home/apt",3,5,1,199
"Entire home/apt",3,5,1,199
"Entire home/apt",2,5,5,199
"Entire home/apt",0,0,3,199
"Entire home/apt",1,2,2,200
"Entire home/apt",1,4,2,200
"Entire home/apt",28,4.5,2,200
"Entire home/apt",11,4.5,1,200
"Entire home/apt",11,4.5,2,200
"Entire home/apt",8,4.5,2,200
"Entire home/apt",5,4.5,1,200
"Entire home/apt",3,4.5,1,200
"Entire home/apt",2,4.5,2,200
"Entire home/apt",147,5,2,200
"Entire home/apt",80,5,1,200
"Entire home/apt",37,5,2,200
"Entire home/apt",28,5,3,200
"Entire home/apt",18,5,2,200
"Entire home/apt",14,5,2,200
"Entire home/apt",7,5,1,200
"Entire home/apt",4,5,2,200
"Entire home/apt",4,5,2,200
"Entire home/apt",2,5,1,200
"Entire home/apt",1,5,2,200
"Entire home/apt",1,5,2,200
"Entire home/apt",1,5,2,200
"Entire home/apt",1,5,1,200
"Entire home/apt",1,5,1,200
"Private room",3,5,1,200
"Entire home/apt",0,0,1,200
"Entire home/apt",0,0,2,200
"Entire home/apt",0,0,3,200
"Entire home/apt",0,0,2,200
"Entire home/apt",0,0,2,200
"Private room",0,0,1,200
"Private room",0,0,1,200
"Entire home/apt",0,0,2,205
"Entire home/apt",0,0,3,209
"Entire home/apt",2,4.5,2,210
"Private room",1,5,1,210
"Entire home/apt",0,0,3,210
"Entire home/apt",0,0,1,214
"Entire home/apt",0,0,2,215
"Entire home/apt",0,0,1,215
"Entire home/apt",6,3.5,1,219
"Entire home/apt",16,4.5,2,220
"Entire home/apt",0,0,0,220
"Entire home/apt",6,5,1,224
"Entire home/apt",1,4,1,225
"Entire home/apt",6,4.5,1,225
"Entire home/apt",44,5,2,225
"Entire home/apt",21,5,1,225
"Entire home/apt",6,5,1,225
"Entire home/apt",1,5,5,225
"Private room",1,5,1,225
"Entire home/apt",0,0,2,225
"Private room",2,3,1,228
"Private room",0,0,1,228
"Entire home/apt",7,3.5,2,229
"Entire home/apt",47,4.5,1,230
"Entire home/apt",9,4.5,2,230
"Entire home/apt",9,5,1,235
"Entire home/apt",2,4,2,240
"Entire home/apt",3,5,1,245
"Entire home/apt",3,4.5,1,246
"Entire home/apt",7,5,1,246
"Entire home/apt",5,5,1,246
"Entire home/apt",1,5,1,246
"Entire home/apt",0,0,1,246
"Entire home/apt",0,0,3,248
"Entire home/apt",1,4,2,249
"Entire home/apt",42,4.5,0,249
"Entire home/apt",3,3,2,250
"Entire home/apt",14,4.5,2,250
"Entire home/apt",4,4.5,2,250
"Entire home/apt",3,4.5,2,250
"Entire home/apt",19,5,3,250
"Entire home/apt",17,5,2,250
"Entire home/apt",12,5,1,250
"Entire home/apt",4,5,2,250
"Entire home/apt",2,5,4,250
"Entire home/apt",2,5,1,250
"Entire home/apt",1,5,2,250
"Entire home/apt",0,0,2,250
"Entire home/apt",0,0,2,250
"Entire home/apt",0,0,2,250
"Entire home/apt",2,4.5,1,259
"Entire home/apt",2,5,0,259
"Entire home/apt",1,5,2,259
"Entire home/apt",0,0,3,260
"Entire home/apt",6,4.5,2,265
"Entire home/apt",13,5,2,269
"Entire home/apt",4,5,1,270
"Entire home/apt",3,3,3,272
"Entire home/apt",5,5,2,274
"Entire home/apt",5,4.5,2,275
"Entire home/apt",2,4.5,3,275
"Entire home/apt",35,5,3,275
"Entire home/apt",1,5,2,275
"Private room",1,5,1,275
"Entire home/apt",0,0,2,275
"Entire home/apt",8,4.5,1,277
"Entire home/apt",4,5,1,277
"Entire home/apt",3,5,1,277
"Entire home/apt",3,5,1,277
"Entire home/apt",3,5,1,277
"Entire home/apt",18,4,1,280
"Entire home/apt",1,4,2,280
"Entire home/apt",24,4.5,2,280
"Entire home/apt",1,5,3,280
"Entire home/apt",0,0,1,280
"Entire home/apt",5,5,2,285
"Entire home/apt",0,0,2,285
"Entire home/apt",2,5,2,289
"Entire home/apt",1,5,1,289
"Entire home/apt",0,0,2,289
"Entire home/apt",1,5,3,290
"Entire home/apt",0,0,2,290
"Entire home/apt",1,4,3,295
"Entire home/apt",4,4.5,2,295
"Entire home/apt",4,5,1,298
"Entire home/apt",14,4.5,0,299
"Entire home/apt",27,5,2,299
"Entire home/apt",8,5,1,299
"Entire home/apt",4,5,2,299
"Entire home/apt",0,0,3,299
"Entire home/apt",15,4.5,3,300
"Entire home/apt",6,4.5,3,300
"Entire home/apt",5,4.5,2,300
"Entire home/apt",4,4.5,2,300
"Entire home/apt",14,5,2,300
"Entire home/apt",6,5,1,300
"Entire home/apt",2,5,3,300
"Entire home/apt",0,0,3,300
"Entire home/apt",0,0,2,300
"Entire home/apt",0,0,0,300
"Entire home/apt",12,5,3,310
"Entire home/apt",0,0,2,310
"Entire home/apt",0,0,2,315
"Entire home/apt",18,5,3,320
"Entire home/apt",3,5,2,325
"Entire home/apt",1,5,2,325
"Entire home/apt",0,0,3,325
"Entire home/apt",4,4.5,2,329
"Entire home/apt",2,5,2,329
"Entire home/apt",4,4.5,2,337
"Entire home/apt",19,5,2,337
"Entire home/apt",4,5,2,337
"Entire home/apt",3,4.5,2,339
"Entire home/apt",0,0,2,340
"Entire home/apt",33,4.5,3,345
"Entire home/apt",11,5,0,345
"Entire home/apt",2,4.5,2,349
"Entire home/apt",14,4.5,2,350
"Entire home/apt",14,4.5,3,350
"Entire home/apt",12,4.5,2,350
"Entire home/apt",12,5,2,350
"Entire home/apt",8,5,2,350
"Entire home/apt",1,5,5,350
"Entire home/apt",1,5,3,350
"Entire home/apt",0,0,2,350
"Entire home/apt",0,0,2,350
"Entire home/apt",0,0,2,350
"Entire home/apt",0,0,3,375
"Entire home/apt",14,4.5,2,389
"Entire home/apt",6,5,1,389
"Entire home/apt",1,5,1,390
"Entire home/apt",0,0,2,395
"Entire home/apt",5,5,2,399
"Entire home/apt",1,5,2,399
"Entire home/apt",0,0,2,399
"Entire home/apt",0,0,2,399
"Entire home/apt",0,0,2,399
"Entire home/apt",2,5,2,400
"Entire home/apt",2,5,5,400
"Entire home/apt",1,5,3,400
"Entire home/apt",1,5,3,400
"Entire home/apt",0,0,3,400
"Entire home/apt",0,0,2,400
"Entire home/apt",0,0,3,400
"Entire home/apt",1,4,2,415
"Entire home/apt",15,5,3,415
"Entire home/apt",3,5,3,425
"Entire home/apt",0,0,4,425
"Entire home/apt",0,0,1,449
"Entire home/apt",2,5,2,470
"Entire home/apt",3,4.5,2,475
"Entire home/apt",0,0,2,475
"Entire home/apt",17,5,3,495
"Entire home/apt",26,4.5,5,499
"Entire home/apt",49,5,3,499
"Entire home/apt",28,5,5,499
"Entire home/apt",8,4.5,4,500
"Entire home/apt",29,5,3,500
"Entire home/apt",1,0,2,541
"Entire home/apt",0,0,2,549
"Entire home/apt",5,3,3,550
"Entire home/apt",12,5,3,550
"Entire home/apt",3,5,2,550
"Entire home/apt",0,0,3,550
"Entire home/apt",0,0,2,559
"Entire home/apt",1,4,2,600
"Entire home/apt",0,0,3,600
"Entire home/apt",0,0,1,600
"Entire home/apt",4,4,6,750
"Entire home/apt",0,0,2,775
"Entire home/apt",0,0,5,900
"Private room",0,0,1,1000
"Private room",0,0,1,1000
"Private room",96,5,1,60
"Shared room",41,5,1,96
"Private room",10,4,1,175
"Entire home/apt",23,5,1,225
"Entire home/apt",7,5,1,285
"Entire home/apt",2,4.5,2,289
"Entire home/apt",17,5,3,350
"Private room",40,4.5,1,55
"Private room",30,4.5,1,65
"Private room",21,4.5,1,70
"Private room",93,5,1,90
"Private room",16,5,1,95
"Entire home/apt",0,0,0,100
"Entire home/apt",32,5,0,145
"Entire home/apt",57,5,2,189
"Entire home/apt",26,5,2,400
"Private room",9,5,1,65
"Private room",5,5,1,65
"Private room",3,5,1,75
"Private room",1,4,1,95
"Entire home/apt",4,5,2,95
"Private room",3,4.5,1,80
"Private room",10,4.5,1,65
"Private room",3,4.5,1,115
"Entire home/apt",25,4.5,1,160
"Private room",6,4.5,1,175
"Private room",2,4.5,1,225
"Entire home/apt",1,0,1,259
"Private room",6,5,1,130
"Entire home/apt",3,5,1,50
"Private room",26,5,1,65
"Private room",53,4.5,1,89
"Entire home/apt",15,5,1,99
"Entire home/apt",7,5,1,99
"Entire home/apt",29,4.5,1,120
"Private room",24,4.5,1,120
"Private room",19,5,1,120
"Private room",26,4.5,1,125
"Entire home/apt",28,5,1,149
"Entire home/apt",25,5,1,150
"Entire home/apt",1,5,1,150
"Entire home/apt",1,5,1,150
"Private room",13,4.5,1,160
"Entire home/apt",15,5,0,173
"Private room",8,3,1,175
"Entire home/apt",80,4.5,1,175
"Private room",4,4.5,1,175
"Entire home/apt",0,0,1,175
"Entire home/apt",0,0,2,175
"Entire home/apt",1,5,1,180
"Entire home/apt",3,5,1,190
"Entire home/apt",27,4.5,2,195
"Entire home/apt",134,4.5,2,199
"Entire home/apt",6,5,2,200
"Entire home/apt",3,5,1,200
"Private room",0,0,1,200
"Entire home/apt",0,0,2,210
"Private room",1,0,1,210
"Entire home/apt",69,5,1,235
"Entire home/apt",5,5,1,250
"Entire home/apt",2,5,2,250
"Entire home/apt",1,5,1,250
"Entire home/apt",0,0,2,250
"Entire home/apt",0,0,2,250
"Entire home/apt",84,5,1,295
"Entire home/apt",0,0,2,300
"Entire home/apt",6,5,2,320
"Entire home/apt",3,5,2,375
"Entire home/apt",1,5,3,375
"Entire home/apt",6,5,3,400
"Entire home/apt",0,0,2,400
"Entire home/apt",39,4.5,3,450
"Entire home/apt",14,5,2,500
"Entire home/apt",0,0,3,599
"Entire home/apt",0,0,3,200
"Private room",38,5,1,95
"Entire home/apt",80,4.5,1,150
"Entire home/apt",149,5,1,150
"Entire home/apt",65,4.5,1,195
"Entire home/apt",0,0,1,250
"Entire home/apt",14,5,3,299
"Entire home/apt",0,0,3,300
"Entire home/apt",44,5,3,325
"Entire home/apt",0,0,2,1000
"Private room",1,4,1,68
"Shared room",5,4,1,100
"Entire home/apt",0,0,1,259
"Entire home/apt",0,0,1,122
"Private room",5,4,1,40
"Entire home/apt",44,4,1,99
"Entire home/apt",15,4,1,99
"Entire home/apt",12,4,1,99
"Private room",48,5,1,110
"Entire home/apt",0,0,2,130
"Entire home/apt",0,0,2,145
"Entire home/apt",2,5,2,177
"Entire home/apt",16,5,2,280
"Shared room",5,5,1,80
"Entire home/apt",3,3.5,2,250
"Private room",3,4,1,85
"Entire home/apt",2,0,5,1200
"Private room",4,4.5,1,125
"Entire home/apt",8,5,1,130
"Private room",3,4,1,125
"Private room",9,4.5,1,160
"Private room",6,4.5,1,160
"Private room",3,4.5,1,170
"Entire home/apt",20,4,1,175
"Entire home/apt",36,5,5,695
"Private room",0,0,1,150
"Entire home/apt",0,0,2,380
"Entire home/apt",14,4.5,2,175
"Shared room",7,4.5,1,85
"Private room",4,5,1,85
"Private room",0,0,1,90
"Entire home/apt",11,4.5,1,150
"Private room",105,4.5,1,159
"Entire home/apt",3,4.5,1,185
"Entire home/apt",10,5,1,200
"Entire home/apt",0,0,1,237
"Entire home/apt",0,0,1,249
"Entire home/apt",11,4,2,265
"Entire home/apt",15,4.5,2,265
"Entire home/apt",0,0,1,269
"Entire home/apt",23,4.5,2,280
"Entire home/apt",8,4.5,1,289
"Entire home/apt",2,4.5,1,289
"Entire home/apt",0,0,1,289
"Entire home/apt",4,4.5,1,329
"Entire home/apt",0,0,2,345
"Entire home/apt",21,4.5,2,349
"Entire home/apt",2,5,2,349
"Entire home/apt",6,5,2,399
"Entire home/apt",4,5,2,399
"Entire home/apt",0,0,1,400
"Entire home/apt",1,5,2,549
"Private room",6,4.5,1,85
"Private room",5,5,1,125
"Entire home/apt",1,5,1,350
"Private room",6,4.5,1,55
"Private room",2,4.5,1,55
"Entire home/apt",0,0,0,175
"Entire home/apt",4,4.5,2,180
"Private room",1,5,1,230
"Private room",83,4.5,1,60
"Entire home/apt",0,0,1,99
"Entire home/apt",2,5,1,249
"Private room",5,3.5,1,50
"Private room",9,3.5,1,111
"Private room",4,4.5,1,150
"Private room",4,5,1,150
"Entire home/apt",4,5,1,199
"Entire home/apt",0,0,1,125
"Entire home/apt",4,5,1,150
"Entire home/apt",0,0,1,350
"Entire home/apt",0,0,5,400
"Private room",0,0,1,50
"Private room",2,4,1,55
"Private room",6,4.5,1,75
"Private room",3,4.5,1,75
"Private room",8,5,1,75
"Private room",2,5,1,78
"Private room",6,4.5,1,80
"Private room",61,5,1,80
"Private room",7,4.5,1,85
"Private room",2,5,1,85
"Private room",1,5,1,85
"Private room",15,4.5,1,89
"Private room",13,4.5,1,89
"Private room",69,5,1,89
"Private room",35,5,1,89
"Private room",5,4.5,1,90
"Private room",2,5,1,90
"Private room",1,5,1,90
"Private room",1,5,1,90
"Private room",16,5,1,91
"Private room",6,4.5,1,95
"Private room",5,5,1,99
"Entire home/apt",0,0,0,99
"Entire home/apt",0,0,1,99
"Private room",18,4.5,1,100
"Private room",24,5,1,100
"Private room",2,4.5,1,105
"Private room",38,4.5,1,109
"Private room",10,5,1,120
"Private room",1,5,1,120
"Entire home/apt",6,4.5,1,125
"Entire home/apt",3,4.5,0,125
"Entire home/apt",0,0,1,125
"Private room",0,0,1,135
"Private room",0,0,1,145
"Entire home/apt",2,4.5,0,149
"Private room",6,4.5,1,150
"Private room",3,4.5,1,150
"Private room",0,0,1,150
"Entire home/apt",5,4.5,0,155
"Entire home/apt",48,4.5,1,168
"Entire home/apt",0,0,2,170
"Entire home/apt",7,5,1,190
"Entire home/apt",3,5,2,191
"Entire home/apt",6,5,6,242
"Entire home/apt",9,5,3,249
"Entire home/apt",12,4.5,2,295
"Entire home/apt",2,0,3,300
"Entire home/apt",5,5,3,350
"Entire home/apt",0,0,2,450
"Entire home/apt",25,4.5,1,135
"Private room",71,4.5,1,65
"Entire home/apt",3,5,3,275
"Private room",6,4,1,125
"Private room",2,3,1,100
"Private room",28,5,1,84
"Entire home/apt",2,4,1,125
"Private room",17,5,1,139
"Entire home/apt",3,5,0,185
"Private room",1,4,1,60
