"room_type","reviews","overall_sa","bedrooms","price"
"Entire home/apt",0,0,1,95
"Entire home/apt",0,0,2,140
"Entire home/apt",13,4.5,1,245
"Private room",4,3.5,1,45
"Private room",20,4.5,1,45
"Private room",47,4,1,49
"Private room",32,5,1,50
"Entire home/apt",0,0,1,50
"Private room",13,4.5,1,52
"Private room",1,3,1,55
"Private room",3,3.5,1,55
"Private room",43,4.5,1,55
"Private room",3,4,1,58
"Private room",5,4,1,59
"Private room",1,4,1,59
"Private room",2,4.5,1,59
"Private room",1,4,1,60
"Private room",5,4.5,1,60
"Private room",19,5,1,60
"Shared room",1,5,1,60
"Private room",0,0,1,60
"Private room",3,2.5,1,65
"Private room",2,3,1,65
"Private room",5,4,1,65
"Private room",5,4,1,65
"Private room",6,4.5,1,65
"Private room",0,0,1,65
"Private room",0,0,1,65
"Private room",151,4.5,1,67
"Private room",86,4.5,1,67
"Private room",73,4.5,1,67
"Private room",45,4.5,1,67
"Private room",45,4.5,1,67
"Private room",12,4,1,68
"Private room",0,0,1,68
"Private room",21,4.5,1,69
"Private room",0,0,1,69
"Private room",0,0,1,69
"Private room",3,4,1,70
"Private room",70,4.5,1,70
"Private room",29,4.5,1,70
"Private room",28,4.5,1,70
"Private room",22,4.5,1,70
"Private room",9,4.5,1,70
"Private room",8,4.5,1,70
"Private room",5,4.5,1,70
"Private room",7,5,1,70
"Private room",7,4.5,1,73
"Private room",26,4.5,1,74
"Private room",4,3.5,1,75
"Private room",3,3.5,1,75
"Private room",17,4.5,1,75
"Private room",3,4.5,1,75
"Private room",0,0,1,75
"Private room",0,0,1,75
"Private room",4,4,1,76
"Private room",20,4.5,1,78
"Private room",20,4.5,1,78
"Private room",0,0,1,79
"Shared room",7,4.5,1,80
"Private room",34,5,1,80
"Entire home/apt",0,0,0,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Private room",16,5,1,82
"Shared room",6,4.5,1,85
"Entire home/apt",8,4.5,2,89
"Private room",86,4.5,1,89
"Private room",39,4.5,1,89
"Private room",95,5,1,89
"Private room",1,5,1,89
"Private room",0,0,1,89
"Entire home/apt",133,4.5,2,90
"Private room",28,4.5,1,90
"Private room",22,4.5,1,90
"Private room",114,5,1,90
"Private room",0,0,1,90
"Entire home/apt",9,5,1,95
"Private room",1,5,1,95
"Entire home/apt",6,4.5,1,99
"Private room",59,5,1,100
"Private room",30,5,1,100
"Private room",0,0,1,100
"Entire home/apt",1,0,1,119
"Private room",6,3.5,1,120
"Private room",2,5,1,120
"Entire home/apt",39,4.5,2,125
"Entire home/apt",8,4.5,2,125
"Entire home/apt",6,4.5,2,125
"Private room",36,5,1,125
"Private room",1,5,1,125
"Entire home/apt",17,4.5,3,126
"Entire home/apt",3,5,2,126
"Entire home/apt",29,4.5,1,130
"Private room",26,5,1,135
"Private room",4,5,1,135
"Private room",2,5,1,135
"Entire home/apt",0,0,2,140
"Entire home/apt",2,5,2,145
"Private room",18,4,1,150
"Entire home/apt",5,4.5,2,150
"Entire home/apt",13,5,2,150
"Entire home/apt",0,0,2,150
"Entire home/apt",0,0,2,160
"Entire home/apt",0,0,1,160
"Entire home/apt",63,4.5,2,165
"Entire home/apt",3,4.5,3,180
"Entire home/apt",0,0,2,180
"Entire home/apt",63,5,1,199
"Entire home/apt",9,5,4,199
"Entire home/apt",0,0,3,199
"Entire home/apt",7,4.5,5,225
"Entire home/apt",0,0,1,250
"Entire home/apt",0,0,3,250
"Entire home/apt",6,5,3,300
"Entire home/apt",1,4,2,349
"Entire home/apt",17,4.5,4,380
"Entire home/apt",4,5,2,400
"Private room",55,5,1,48
"Private room",73,4.5,1,50
"Private room",207,4.5,1,60
"Private room",194,4.5,1,60
"Private room",123,4.5,1,60
"Private room",8,5,1,60
"Private room",105,5,1,63
"Private room",87,5,1,66
"Private room",106,5,1,72
"Private room",120,5,1,74
"Entire home/apt",0,0,2,103
"Private room",1,5,1,52
"Private room",22,4.5,1,70
"Private room",2,5,1,120
"Entire home/apt",3,5,1,199
"Entire home/apt",5,4,0,200
"Entire home/apt",4,4,1,200
"Entire home/apt",0,0,1,220
"Entire home/apt",9,4.5,2,245
"Entire home/apt",0,0,1,289
"Entire home/apt",0,0,2,500
"Private room",16,3.5,1,75
"Private room",3,5,1,140
"Private room",1,0,1,150
"Entire home/apt",38,4,1,175
"Entire home/apt",0,0,1,195
"Entire home/apt",11,4.5,0,239
"Entire home/apt",16,5,1,249
"Entire home/apt",0,0,1,250
"Entire home/apt",9,5,0,255
"Entire home/apt",8,4,1,275
"Entire home/apt",18,4.5,1,275
"Entire home/apt",5,4.5,1,285
"Entire home/apt",62,4.5,3,299
"Entire home/apt",13,5,2,335
"Entire home/apt",27,5,2,349
"Entire home/apt",2,3.5,2,350
"Entire home/apt",9,4.5,2,350
"Entire home/apt",29,5,1,449
"Entire home/apt",0,0,1,115
"Private room",35,4.5,1,110
"Entire home/apt",1,3,2,300
"Private room",2,4.5,1,80
"Entire home/apt",0,0,2,190
"Entire home/apt",0,0,2,200
"Entire home/apt",8,4.5,2,149
"Private room",15,4.5,1,80
"Entire home/apt",0,0,0,175
"Private room",3,5,1,65
"Entire home/apt",1,5,2,200
"Shared room",0,0,1,35
"Private room",0,0,1,55
"Private room",23,4.5,1,59
"Private room",18,5,1,59
"Private room",16,5,1,59
"Shared room",0,0,1,59
"Private room",5,4,1,60
"Private room",176,5,1,60
"Private room",0,0,1,60
"Private room",114,4.5,1,65
"Private room",77,4.5,1,65
"Private room",20,5,1,65
"Private room",0,0,1,65
"Private room",21,4,1,68
"Private room",6,3,1,70
"Private room",168,4.5,1,70
"Private room",115,4.5,1,70
"Private room",34,4.5,1,70
"Private room",20,4.5,1,70
"Private room",103,4.5,1,74
"Private room",123,4.5,1,78
"Private room",126,4.5,1,80
"Private room",121,4.5,1,80
"Private room",2,4.5,1,80
"Private room",70,5,1,85
"Private room",9,5,1,85
"Entire home/apt",174,4.5,1,89
"Entire home/apt",35,4,1,95
"Private room",61,4.5,1,95
"Private room",5,4.5,1,96
"Entire home/apt",12,4.5,0,98
"Entire home/apt",44,4,2,99
"Private room",13,4.5,1,100
"Private room",43,5,1,100
"Private room",0,0,1,100
"Private room",0,0,1,100
"Entire home/apt",7,5,0,110
"Entire home/apt",0,0,0,110
"Entire home/apt",0,0,0,115
"Entire home/apt",2,4,2,120
"Private room",29,4,1,125
"Private room",1,4,1,125
"Private room",34,4.5,1,125
"Entire home/apt",9,5,1,135
"Entire home/apt",0,0,2,140
"Entire home/apt",8,4,2,150
"Private room",16,4.5,1,150
"Private room",12,4.5,1,150
"Entire home/apt",9,5,1,150
"Private room",3,5,1,150
"Entire home/apt",0,0,2,150
"Entire home/apt",0,0,1,150
"Entire home/apt",31,4.5,2,180
"Entire home/apt",0,0,2,180
"Private room",10,4.5,1,186
"Entire home/apt",3,5,2,189
"Entire home/apt",4,4.5,3,200
"Entire home/apt",8,5,2,225
"Entire home/apt",2,5,2,250
"Entire home/apt",10,4.5,2,260
"Entire home/apt",28,5,2,260
"Entire home/apt",0,0,4,275
"Entire home/apt",0,0,2,275
"Entire home/apt",11,4.5,2,300
"Entire home/apt",2,5,1,83
"Entire home/apt",0,0,1,150
"Private room",22,4,1,75
"Private room",6,4.5,1,75
"Private room",213,5,1,99
"Private room",0,0,1,99
"Private room",30,5,1,300
"Entire home/apt",4,4,2,249
"Entire home/apt",0,0,2,125
"Private room",0,0,1,69
"Private room",26,5,1,95
"Private room",0,0,1,39
"Private room",0,0,1,52
"Private room",12,5,1,55
"Private room",17,4.5,1,60
"Private room",16,5,1,75
"Entire home/apt",4,4,3,78
"Entire home/apt",0,0,1,84
"Entire home/apt",143,4.5,3,100
"Entire home/apt",130,4.5,2,100
"Entire home/apt",58,4.5,2,125
"Private room",0,0,1,144
"Private room",0,0,1,150
"Private room",6,5,1,50
"Entire home/apt",1,5,2,275
"Entire home/apt",14,4.5,1,144
"Private room",2,5,1,35
"Private room",0,0,1,45
"Private room",6,5,1,50
"Private room",0,0,1,50
"Private room",3,1.5,1,55
"Private room",2,4.5,1,60
"Shared room",3,4,1,70
"Entire home/apt",0,0,0,70
"Private room",0,0,1,70
"Private room",0,0,1,72
"Private room",9,5,1,74
"Private room",5,4.5,1,75
"Shared room",0,0,1,75
"Private room",6,5,1,78
"Private room",0,0,1,78
"Private room",7,4.5,1,79
"Private room",6,4.5,1,80
"Entire home/apt",8,5,1,80
"Private room",3,5,1,80
"Private room",0,0,1,80
"Private room",0,0,1,80
"Entire home/apt",0,0,2,85
"Shared room",29,5,1,89
"Private room",6,3,1,90
"Private room",3,4,1,90
"Private room",1,0,1,90
"Private room",1,5,1,93
"Private room",1,5,1,95
"Entire home/apt",145,4,1,99
"Entire home/apt",77,4,0,99
"Entire home/apt",17,4.5,1,99
"Private room",0,0,1,99
"Private room",7,3.5,1,100
"Private room",74,4,1,100
"Private room",11,4.5,1,100
"Entire home/apt",0,0,0,100
"Entire home/apt",0,0,0,100
"Private room",10,5,1,109
"Entire home/apt",1,3,0,110
"Private room",11,4.5,1,110
"Private room",3,4.5,1,110
"Private room",1,5,1,110
"Entire home/apt",0,0,0,110
"Private room",0,0,1,110
"Private room",10,3,1,115
"Entire home/apt",2,4,1,119
"Private room",5,4,1,124
"Private room",1,3,1,125
"Entire home/apt",4,5,0,125
"Entire home/apt",2,5,0,125
"Private room",22,5,1,125
"Entire home/apt",0,0,1,125
"Private room",0,0,1,125
"Entire home/apt",3,4.5,0,130
"Entire home/apt",0,0,2,135
"Entire home/apt",27,4,0,139
"Entire home/apt",11,4.5,0,140
"Entire home/apt",6,4.5,0,140
"Entire home/apt",34,5,1,140
"Entire home/apt",1,2,0,145
"Entire home/apt",16,4.5,0,145
"Entire home/apt",1,5,1,145
"Entire home/apt",100,5,1,150
"Entire home/apt",16,5,0,150
"Entire home/apt",7,5,0,150
"Entire home/apt",6,5,1,150
"Entire home/apt",5,5,1,150
"Entire home/apt",4,5,1,150
"Entire home/apt",0,0,1,150
"Private room",0,0,1,150
"Entire home/apt",8,5,0,155
"Entire home/apt",16,5,1,159
"Entire home/apt",14,5,1,159
"Private room",17,5,1,159
"Entire home/apt",0,0,0,159
"Entire home/apt",0,0,1,165
"Entire home/apt",36,4,1,170
"Entire home/apt",4,4,0,175
"Entire home/apt",27,4.5,0,175
"Entire home/apt",17,4.5,1,175
"Private room",7,4.5,1,175
"Entire home/apt",3,5,0,175
"Private room",5,5,1,175
"Entire home/apt",0,0,1,175
"Entire home/apt",0,0,0,175
"Private room",0,0,1,175
"Entire home/apt",44,4.5,1,179
"Entire home/apt",0,0,2,179
"Entire home/apt",1,1,0,180
"Entire home/apt",33,3.5,1,180
"Entire home/apt",22,4.5,1,180
"Entire home/apt",5,5,1,180
"Entire home/apt",1,5,1,180
"Entire home/apt",1,5,0,180
"Entire home/apt",1,5,1,185
"Entire home/apt",7,4.5,0,189
"Entire home/apt",1,5,1,190
"Private room",4,5,1,190
"Entire home/apt",0,0,0,195
"Entire home/apt",24,4,1,198
"Entire home/apt",59,4.5,0,198
"Entire home/apt",4,5,2,199
"Entire home/apt",6,4,0,200
"Entire home/apt",5,4,1,200
"Entire home/apt",12,4.5,2,200
"Entire home/apt",24,5,1,200
"Entire home/apt",3,5,1,200
"Entire home/apt",1,5,1,200
"Private room",4,5,1,200
"Private room",4,5,1,200
"Private room",3,5,1,200
"Entire home/apt",1,0,1,200
"Entire home/apt",0,0,1,200
"Entire home/apt",0,0,2,210
"Entire home/apt",5,5,1,219
"Entire home/apt",0,0,1,220
"Entire home/apt",1,4,0,225
"Entire home/apt",3,4.5,1,225
"Entire home/apt",0,0,1,245
"Entire home/apt",3,3.5,1,250
"Entire home/apt",7,4.5,0,250
"Entire home/apt",6,4.5,1,250
"Entire home/apt",2,5,1,250
"Entire home/apt",0,0,2,250
"Entire home/apt",3,4.5,1,255
"Entire home/apt",2,4.5,1,255
"Entire home/apt",10,4.5,1,259
"Entire home/apt",4,5,1,259
"Private room",1,5,1,259
"Entire home/apt",0,0,1,259
"Entire home/apt",0,0,1,260
"Private room",0,0,1,260
"Entire home/apt",1,5,1,265
"Entire home/apt",27,5,1,269
"Entire home/apt",2,4,1,270
"Entire home/apt",8,4.5,3,275
"Entire home/apt",34,5,1,279
"Entire home/apt",1,5,1,284
"Entire home/apt",0,0,1,284
"Entire home/apt",8,5,1,285
"Entire home/apt",4,4.5,2,289
"Entire home/apt",2,5,1,290
"Entire home/apt",0,0,2,290
"Private room",6,5,1,295
"Entire home/apt",1,4.5,0,299
"Entire home/apt",8,5,0,300
"Entire home/apt",0,0,2,300
"Entire home/apt",4,4.5,2,309
"Entire home/apt",0,0,2,309
"Entire home/apt",4,4.5,2,329
"Entire home/apt",0,0,1,329
"Entire home/apt",0,0,2,329
"Entire home/apt",3,3.5,2,339
"Entire home/apt",7,4.5,2,345
"Entire home/apt",7,4.5,2,350
"Entire home/apt",5,5,2,350
"Entire home/apt",3,5,2,350
"Entire home/apt",1,5,2,350
"Entire home/apt",1,5,2,350
"Entire home/apt",0,0,2,350
"Entire home/apt",0,0,2,350
"Entire home/apt",0,0,2,350
"Entire home/apt",1,5,2,389
"Entire home/apt",4,4,2,399
"Entire home/apt",3,5,2,400
"Entire home/apt",0,0,2,400
"Entire home/apt",8,5,2,475
"Entire home/apt",0,0,1,479
"Entire home/apt",1,4,1,489
"Entire home/apt",1,5,1,499
"Entire home/apt",4,5,2,500
"Entire home/apt",0,0,0,500
"Entire home/apt",0,0,2,589
"Entire home/apt",0,0,2,589
"Entire home/apt",1,1,2,599
"Entire home/apt",1,2,2,599
"Entire home/apt",0,0,2,615
"Entire home/apt",2,4.5,3,900
"Private room",0,0,1,1372
"Private room",66,4.5,1,128
"Entire home/apt",6,4,0,200
"Entire home/apt",0,0,1,225
"Private room",1,5,1,300
"Entire home/apt",1,3,3,900
"Private room",19,5,1,150
"Entire home/apt",0,0,1,89
"Private room",25,4.5,1,125
"Private room",1,5,1,225
"Entire home/apt",2,5,2,300
"Private room",0,0,1,106
"Entire home/apt",2,5,1,239
"Entire home/apt",5,4.5,1,259
"Entire home/apt",5,5,2,349
"Entire home/apt",4,4,2,350
"Entire home/apt",1,4,2,350
"Entire home/apt",7,5,2,350
"Entire home/apt",4,5,2,350
"Private room",1,5,1,78
"Private room",0,0,1,50
"Entire home/apt",0,0,1,275
"Entire home/apt",0,0,1,95
"Entire home/apt",0,0,2,225
"Private room",1,0,1,70
"Entire home/apt",1,4,1,110
"Entire home/apt",70,4.5,1,175
"Entire home/apt",2,5,1,250
"Entire home/apt",0,0,1,150
"Entire home/apt",0,0,1,150
"Private room",1,5,1,110
"Entire home/apt",6,5,2,200
"Private room",0,0,1,90
"Private room",2,5,1,65
"Entire home/apt",8,4.5,1,160
"Private room",30,4.5,1,110
"Shared room",0,0,1,55
"Private room",12,4.5,1,65
"Private room",0,0,1,69
"Private room",1,4,1,75
"Private room",5,4.5,1,75
"Private room",3,4.5,1,75
"Private room",0,0,1,75
"Private room",7,4.5,1,85
"Private room",0,0,1,85
"Private room",0,0,1,90
"Private room",0,0,1,90
"Shared room",1,4,1,94
"Private room",6,5,1,95
"Private room",31,4.5,1,100
"Private room",5,5,1,100
"Private room",6,5,1,106
"Private room",26,4.5,1,110
"Entire home/apt",3,5,1,110
"Private room",12,4,1,115
"Entire home/apt",9,5,1,122
"Private room",42,4.5,1,128
"Entire home/apt",4,4,0,129
"Private room",22,5,1,129
"Entire home/apt",19,5,1,135
"Entire home/apt",40,4.5,1,149
"Entire home/apt",36,4.5,1,149
"Entire home/apt",0,0,2,149
"Private room",0,0,1,149
"Private room",11,4.5,1,150
"Entire home/apt",3,5,0,150
"Entire home/apt",1,5,1,150
"Private room",47,5,1,150
"Private room",21,4.5,1,155
"Entire home/apt",44,4.5,2,159
"Entire home/apt",0,0,1,159
"Entire home/apt",0,0,1,160
"Entire home/apt",1,5,1,168
"Entire home/apt",1,4,1,169
"Private room",6,4.5,1,170
"Entire home/apt",21,5,1,170
"Entire home/apt",3,4,1,175
"Entire home/apt",3,5,1,175
"Entire home/apt",1,4,2,180
"Entire home/apt",28,5,1,180
"Entire home/apt",3,5,1,185
"Private room",2,4.5,1,187
"Entire home/apt",5,4.5,2,189
"Entire home/apt",0,0,1,189
"Private room",0,0,1,189
"Entire home/apt",5,4,2,190
"Entire home/apt",5,5,0,195
"Entire home/apt",4,5,3,196
"Entire home/apt",11,4.5,1,199
"Entire home/apt",49,4.5,1,200
"Entire home/apt",46,4.5,2,200
"Entire home/apt",27,4.5,1,200
"Entire home/apt",3,4.5,1,200
"Entire home/apt",8,5,1,200
"Entire home/apt",1,5,1,200
"Entire home/apt",2,4,1,220
"Entire home/apt",6,3.5,2,231
"Entire home/apt",4,3.5,2,240
"Entire home/apt",14,4,2,249
"Entire home/apt",2,3,2,250
"Entire home/apt",9,4.5,2,250
"Entire home/apt",2,4.5,2,250
"Entire home/apt",2,5,2,250
"Entire home/apt",0,0,2,250
"Entire home/apt",17,4.5,1,260
"Entire home/apt",11,3.5,1,266
"Entire home/apt",4,5,1,275
"Entire home/apt",50,4.5,1,280
"Entire home/apt",25,5,2,285
"Entire home/apt",21,4,2,299
"Entire home/apt",8,5,2,299
"Entire home/apt",33,4.5,2,300
"Entire home/apt",13,5,1,300
"Entire home/apt",3,4,2,329
"Entire home/apt",1,5,1,330
"Entire home/apt",6,5,2,350
"Entire home/apt",1,5,2,500
"Private room",19,4.5,1,175
"Private room",27,4.5,1,150
"Private room",2,4,1,110
"Private room",3,3,1,60
"Entire home/apt",1,5,0,250
"Private room",1,4,1,85
"Shared room",0,0,1,35
"Private room",1,5,1,50
"Private room",11,5,1,40
"Private room",28,4,1,45
"Private room",7,4.5,1,45
"Private room",11,4,1,50
"Private room",0,0,1,70
"Private room",0,0,1,75
"Private room",0,0,1,75
"Private room",0,0,1,45
"Entire home/apt",3,5,1,175
"Private room",7,4.5,1,80
"Entire home/apt",3,5,2,120
"Private room",0,0,1,80
"Entire home/apt",1,5,2,125
"Private room",0,0,1,65
"Entire home/apt",0,0,3,598
"Entire home/apt",0,0,1,299
"Private room",24,4.5,1,49
"Private room",8,4,1,88
"Entire home/apt",1,0,1,100
"Private room",6,4.5,1,41
"Private room",4,4.5,1,50
"Private room",30,5,1,55
"Private room",9,5,1,80
"Entire home/apt",23,5,2,200
"Entire home/apt",2,5,3,250
"Entire home/apt",6,4.5,2,262
"Entire home/apt",17,5,4,269
"Entire home/apt",1,5,4,269
"Private room",8,5,1,160
"Entire home/apt",0,0,1,180
"Entire home/apt",118,4,0,99
"Entire home/apt",1,5,1,120
"Private room",8,5,1,45
"Private room",0,0,1,45
"Private room",0,0,1,48
"Private room",3,3.5,1,50
"Private room",46,5,1,50
"Private room",0,0,1,50
"Private room",2,4,1,55
"Private room",10,5,1,55
"Private room",3,5,1,55
"Private room",0,0,1,55
"Shared room",10,5,1,56
"Private room",24,4.5,1,59
"Private room",13,4.5,1,60
"Private room",0,0,1,60
"Private room",4,2.5,1,61
"Private room",11,4.5,1,61
"Private room",0,0,1,65
"Private room",0,0,1,65
"Private room",0,0,1,65
"Private room",0,0,1,65
"Private room",0,0,1,67
"Private room",0,0,1,68
"Private room",102,5,1,69
"Private room",1,5,1,69
"Private room",1,4,1,70
"Private room",10,4.5,1,70
"Private room",7,4.5,1,70
"Private room",6,4.5,1,70
"Private room",2,4.5,1,70
"Private room",38,5,1,70
"Private room",3,5,1,70
"Private room",0,0,1,70
"Private room",137,5,1,71
"Entire home/apt",74,4,1,75
"Entire home/apt",11,4.5,1,75
"Private room",97,4.5,1,75
"Private room",12,4.5,1,75
"Private room",9,4.5,1,75
"Entire home/apt",10,5,1,75
"Private room",166,5,1,75
"Private room",64,5,1,75
"Private room",63,5,1,75
"Private room",60,5,1,75
"Private room",46,5,1,75
"Private room",31,5,1,75
"Private room",29,5,1,75
"Private room",27,5,1,75
"Private room",10,5,1,75
"Private room",9,5,1,75
"Private room",6,5,1,75
"Private room",0,0,1,75
"Private room",0,0,1,75
"Private room",3,4.5,1,77
"Private room",2,5,1,77
"Private room",1,4,1,78
"Private room",50,5,1,79
"Private room",9,5,1,79
"Private room",6,5,1,79
"Private room",2,5,1,79
"Private room",4,4.5,1,80
"Private room",55,5,1,80
"Private room",52,5,1,80
"Private room",43,5,1,80
"Private room",32,5,1,80
"Private room",18,5,1,80
"Private room",17,5,1,80
"Private room",44,4.5,1,85
"Private room",99,5,1,85
"Private room",78,5,1,85
"Private room",67,5,1,85
"Private room",36,5,1,85
"Private room",15,5,1,85
"Private room",14,5,1,85
"Private room",2,5,1,85
"Entire home/apt",0,0,1,85
"Private room",18,4.5,1,88
"Private room",54,5,1,88
"Private room",8,5,1,89
"Entire home/apt",11,4.5,2,90
"Entire home/apt",2,5,1,90
"Private room",15,5,1,90
"Private room",12,5,1,90
"Private room",0,0,1,90
"Private room",10,4.5,1,94
"Private room",12,4.5,1,95
"Private room",75,5,1,95
"Private room",39,5,1,95
"Private room",0,0,1,95
"Private room",0,0,1,95
"Private room",54,5,1,97
"Private room",22,4.5,1,100
"Private room",53,5,1,100
"Private room",28,5,1,100
"Private room",19,5,1,100
"Private room",0,0,1,100
"Entire home/apt",0,0,2,103
"Entire home/apt",61,5,1,105
"Entire home/apt",17,5,1,105
"Entire home/apt",12,4.5,0,110
"Entire home/apt",6,4.5,2,110
"Private room",5,4.5,1,110
"Entire home/apt",13,5,1,110
"Entire home/apt",6,5,1,110
"Private room",2,5,1,110
"Entire home/apt",38,4.5,0,115
"Private room",14,4.5,1,115
"Entire home/apt",38,5,1,120
"Entire home/apt",1,5,2,120
"Entire home/apt",0,0,2,120
"Private room",0,0,1,120
"Entire home/apt",5,4.5,2,124
"Entire home/apt",24,4,1,125
"Private room",82,5,1,125
"Private room",15,5,1,125
"Private room",8,5,1,125
"Entire home/apt",0,0,2,125
"Entire home/apt",8,4.5,2,129
"Entire home/apt",0,0,1,130
"Entire home/apt",0,0,2,130
"Entire home/apt",1,4,1,135
"Entire home/apt",46,4.5,2,135
"Entire home/apt",34,4.5,1,135
"Entire home/apt",6,3.5,NA,140
"Entire home/apt",7,4.5,2,140
"Entire home/apt",171,5,1,140
"Entire home/apt",12,5,2,140
"Entire home/apt",11,5,2,140
"Private room",31,5,1,140
"Entire home/apt",4,5,1,142
"Entire home/apt",10,4.5,2,145
"Private room",9,5,1,145
"Entire home/apt",53,4.5,3,150
"Entire home/apt",15,4.5,1,150
"Entire home/apt",11,5,2,150
"Entire home/apt",8,5,1,150
"Entire home/apt",4,5,2,150
"Entire home/apt",3,5,2,150
"Private room",53,5,1,150
"Private room",0,0,1,150
"Private room",0,0,1,150
"Entire home/apt",8,5,2,160
"Entire home/apt",0,0,2,160
"Entire home/apt",3,3.5,1,165
"Entire home/apt",5,5,1,165
"Private room",1,5,1,170
"Entire home/apt",28,4.5,3,175
"Entire home/apt",7,4.5,2,175
"Private room",41,5,1,175
"Entire home/apt",14,4.5,2,180
"Entire home/apt",7,4.5,2,180
"Entire home/apt",3,5,1,180
"Entire home/apt",8,5,2,185
"Entire home/apt",3,5,2,185
"Entire home/apt",0,0,1,185
"Entire home/apt",0,0,2,187
"Entire home/apt",9,4.5,3,190
"Entire home/apt",12,5,4,195
"Entire home/apt",0,0,2,199
"Entire home/apt",0,0,2,199
"Entire home/apt",0,0,4,199
"Entire home/apt",12,4,2,200
"Entire home/apt",20,5,2,200
"Entire home/apt",2,5,2,200
"Entire home/apt",1,5,2,200
"Entire home/apt",1,5,2,200
"Entire home/apt",1,5,2,210
"Entire home/apt",0,0,2,210
"Entire home/apt",10,4.5,1,215
"Entire home/apt",20,4.5,2,220
"Entire home/apt",12,5,2,220
"Entire home/apt",74,5,2,240
"Entire home/apt",13,5,2,250
"Entire home/apt",0,0,5,250
"Entire home/apt",8,4.5,3,255
"Entire home/apt",4,5,4,275
"Entire home/apt",1,5,3,275
"Entire home/apt",21,5,2,280
"Entire home/apt",7,5,3,290
"Entire home/apt",6,4.5,2,295
"Entire home/apt",0,0,3,299
"Entire home/apt",2,5,3,300
"Entire home/apt",1,5,3,300
"Entire home/apt",5,4.5,3,325
"Entire home/apt",11,5,2,325
"Entire home/apt",0,0,4,325
"Entire home/apt",13,5,2,350
"Entire home/apt",33,5,4,373
"Entire home/apt",4,5,5,394
"Entire home/apt",21,4.5,4,399
"Entire home/apt",11,5,4,400
"Entire home/apt",2,5,4,400
"Entire home/apt",10,5,3,450
"Entire home/apt",6,5,4,475
"Entire home/apt",4,5,4,475
"Entire home/apt",0,0,4,480
"Entire home/apt",38,5,4,565
"Entire home/apt",9,5,4,675
"Entire home/apt",0,0,2,2100
"Private room",27,5,1,94
"Private room",42,4.5,1,57
"Private room",34,5,1,75
"Private room",1,5,1,80
"Entire home/apt",37,4.5,0,90
"Private room",10,5,1,119
"Private room",12,5,1,120
"Entire home/apt",7,4,2,122
"Entire home/apt",96,4.5,1,135
"Entire home/apt",3,4.5,3,250
"Entire home/apt",34,4.5,3,275
"Entire home/apt",4,5,3,275
"Entire home/apt",2,5,4,300
"Entire home/apt",3,4.5,3,350
"Private room",17,5,1,79
"Private room",11,5,1,95
"Private room",0,0,1,120
"Private room",111,4.5,1,68
"Entire home/apt",0,0,3,400
"Private room",0,0,1,20
"Shared room",0,0,1,50
"Private room",0,0,1,80
"Entire home/apt",2,4,2,337
"Entire home/apt",0,0,1,200
"Entire home/apt",6,5,2,179
"Private room",10,4.5,1,99
"Entire home/apt",1,5,2,399
"Private room",16,4.5,1,105
"Entire home/apt",0,0,3,600
"Private room",0,0,1,95
"Private room",8,5,1,95
"Private room",0,0,1,87
"Private room",0,0,1,80
"Entire home/apt",1,5,2,140
"Private room",0,0,1,50
"Entire home/apt",5,5,3,549
"Entire home/apt",1,5,1,250
"Private room",104,5,1,100
"Entire home/apt",33,5,1,200
"Private room",0,0,1,245
"Entire home/apt",108,5,2,275
"Entire home/apt",14,5,2,320
"Entire home/apt",13,5,2,400
"Entire home/apt",15,5,2,480
"Entire home/apt",10,5,2,499
"Entire home/apt",27,5,2,300
"Private room",2,4.5,1,65
"Private room",0,0,1,70
"Entire home/apt",4,4.5,1,149
"Private room",0,0,1,55
"Private room",0,0,1,70
"Private room",1,3,1,200
"Entire home/apt",3,5,3,420
"Private room",2,2.5,1,75
"Entire home/apt",3,5,2,95
"Private room",1,5,1,95
"Private room",1,3,1,80
"Entire home/apt",1,4,2,243
"Private room",0,0,1,39
"Private room",0,0,1,40
"Private room",0,0,1,43
"Private room",5,3.5,1,45
"Shared room",23,5,1,45
"Private room",29,4.5,1,50
"Private room",0,0,1,50
"Private room",3,4.5,1,56
"Private room",20,4.5,1,58
"Private room",41,5,1,58
"Private room",1,5,1,59
"Private room",2,5,1,60
"Entire home/apt",0,0,0,60
"Private room",7,3,1,65
"Private room",9,4.5,1,65
"Private room",27,5,1,70
"Private room",2,4.5,1,75
"Entire home/apt",1,5,1,75
"Private room",24,5,1,77
"Private room",16,4.5,1,80
"Private room",2,0,1,95
"Entire home/apt",5,5,1,100
"Entire home/apt",0,0,1,100
"Entire home/apt",19,5,1,119
"Entire home/apt",16,5,1,119
"Entire home/apt",21,4,2,125
"Entire home/apt",4,5,3,149
"Entire home/apt",14,4.5,5,250
"Entire home/apt",2,5,3,400
"Private room",7,5,1,80
"Entire home/apt",1,5,2,70
"Private room",0,0,1,75
"Private room",1,4,1,39
"Private room",2,4.5,1,75
"Private room",0,0,1,100
"Private room",12,4.5,1,175
"Private room",6,5,1,189
"Private room",4,5,1,120
"Private room",8,4.5,1,90
"Private room",3,4.5,1,105
"Entire home/apt",0,0,0,175
"Entire home/apt",3,2.5,2,65
"Private room",18,4,1,110
